week,date,section,code,stage,count
26,Mar 5,L02,L02-3-25,Larvae,17
27,Mar 12,L02,L02-3-25,Adults,26
27,Mar 12,L02,L02-3-25,Pupae,0
27,Mar 12,L02,L02-3-25,Larvae,19
28,Mar 19,L02,L02-3-25,Adults,26
28,Mar 19,L02,L02-3-25,Pupae,1
28,Mar 19,L02,L02-3-25,Larvae,17
1,Sep 12,L02,L02-4-25,Adults,5
1,Sep 12,L02,L02-4-25,Pupae,0
1,Sep 12,L02,L02-4-25,Larvae,0
2,Sep. 19,L02,L02-4-25,Adults,5
2,Sep. 19,L02,L02-4-25,Pupae,0
2,Sep. 19,L02,L02-4-25,Larvae,0
3,Sep. 26,L02,L02-4-25,Adults,5
3,Sep. 26,L02,L02-4-25,Pupae,0
3,Sep. 26,L02,L02-4-25,Larvae,0
4,Oct. 3,L02,L02-4-25,Adults,5
4,Oct. 3,L02,L02-4-25,Pupae,0
4,Oct. 3,L02,L02-4-25,Larvae,6
5,Oct. 10,L02,L02-4-25,Adults,5
5,Oct. 10,L02,L02-4-25,Pupae,0
5,Oct. 10,L02,L02-4-25,Larvae,16
6,Oct 17,L02,L02-4-25,Adults,4
6,Oct 17,L02,L02-4-25,Pupae,0
6,Oct 17,L02,L02-4-25,Larvae,42
7,Oct. 24,L02,L02-4-25,Adults,4
7,Oct. 24,L02,L02-4-25,Pupae,0
7,Oct. 24,L02,L02-4-25,Larvae,39
8,Oct 31,L02,L02-4-25,Adults,2
8,Oct 31,L02,L02-4-25,Pupae,0
8,Oct 31,L02,L02-4-25,Larvae,42
9,Nov 7,L02,L02-4-25,Adults,2
9,Nov 7,L02,L02-4-25,Pupae,6
9,Nov 7,L02,L02-4-25,Larvae,46
10,Nov 14,L02,L02-4-25,Adults,4
10,Nov 14,L02,L02-4-25,Pupae,10
10,Nov 14,L02,L02-4-25,Larvae,62
11,Nov 21,L02,L02-4-25,Adults,7
11,Nov 21,L02,L02-4-25,Pupae,14
11,Nov 21,L02,L02-4-25,Larvae,54
12,Nov. 28,L02,L02-4-25,Adults,15
12,Nov. 28,L02,L02-4-25,Pupae,16
12,Nov. 28,L02,L02-4-25,Larvae,42
13,Dec. 5,L02,L02-4-25,Adults,25
13,Dec. 5,L02,L02-4-25,Pupae,16
13,Dec. 5,L02,L02-4-25,Larvae,29
14,Dec. 12,L02,L02-4-25,Adults,26
14,Dec. 12,L02,L02-4-25,Pupae,7
14,Dec. 12,L02,L02-4-25,Larvae,21
15,Dec. 19,L02,L02-4-25,Adults,27
15,Dec. 19,L02,L02-4-25,Pupae,9
15,Dec. 19,L02,L02-4-25,Larvae,13
16,Dec 26,L02,L02-4-25,Adults,33
16,Dec 26,L02,L02-4-25,Pupae,5
16,Dec 26,L02,L02-4-25,Larvae,10
17,Jan. 2,L02,L02-4-25,Adults,41
17,Jan. 2,L02,L02-4-25,Pupae,7
17,Jan. 2,L02,L02-4-25,Larvae,7
18,Jan 9,L02,L02-4-25,Adults,46
18,Jan 9,L02,L02-4-25,Pupae,1
18,Jan 9,L02,L02-4-25,Larvae,7
19,Jan 16,L02,L02-4-25,Adults,46
19,Jan 16,L02,L02-4-25,Pupae,0
19,Jan 16,L02,L02-4-25,Larvae,7
20,Jan 23,L02,L02-4-25,Adults,42
20,Jan 23,L02,L02-4-25,Pupae,0
20,Jan 23,L02,L02-4-25,Larvae,10
21,Jan 30,L02,L02-4-25,Adults,43
21,Jan 30,L02,L02-4-25,Pupae,0
21,Jan 30,L02,L02-4-25,Larvae,7
22,Feb 6,L02,L02-4-25,Adults,40
22,Feb 6,L02,L02-4-25,Pupae,1
22,Feb 6,L02,L02-4-25,Larvae,8
23,Feb 13,L02,L02-4-25,Adults,39
23,Feb 13,L02,L02-4-25,Pupae,1
23,Feb 13,L02,L02-4-25,Larvae,10
24,Feb 20,L02,L02-4-25,Adults,39
24,Feb 20,L02,L02-4-25,Pupae,2
24,Feb 20,L02,L02-4-25,Larvae,8
25,Feb 27,L02,L02-4-25,Adults,39
25,Feb 27,L02,L02-4-25,Pupae,0
25,Feb 27,L02,L02-4-25,Larvae,9
26,Mar 5,L02,L02-4-25,Adults,39
26,Mar 5,L02,L02-4-25,Pupae,0
26,Mar 5,L02,L02-4-25,Larvae,9
27,Mar 12,L02,L02-4-25,Adults,39
27,Mar 12,L02,L02-4-25,Pupae,0
27,Mar 12,L02,L02-4-25,Larvae,9
28,Mar 19,L02,L02-4-25,Adults,38
28,Mar 19,L02,L02-4-25,Pupae,0
28,Mar 19,L02,L02-4-25,Larvae,5
1,Sep 12,L02,L02-5-35,Adults,5
1,Sep 12,L02,L02-5-35,Pupae,0
1,Sep 12,L02,L02-5-35,Larvae,0
2,Sep. 19,L02,L02-5-35,Adults,3
2,Sep. 19,L02,L02-5-35,Pupae,0
2,Sep. 19,L02,L02-5-35,Larvae,0
3,Sep. 26,L02,L02-5-35,Adults,1
3,Sep. 26,L02,L02-5-35,Pupae,0
3,Sep. 26,L02,L02-5-35,Larvae,0
4,Oct. 3,L02,L02-5-35,Adults,1
4,Oct. 3,L02,L02-5-35,Pupae,0
4,Oct. 3,L02,L02-5-35,Larvae,0
5,Oct. 10,L02,L02-5-35,Adults,0
5,Oct. 10,L02,L02-5-35,Pupae,0
5,Oct. 10,L02,L02-5-35,Larvae,5
6,Oct 17,L02,L02-5-35,Adults,0
6,Oct 17,L02,L02-5-35,Pupae,0
6,Oct 17,L02,L02-5-35,Larvae,5
7,Oct. 24,L02,L02-5-35,Adults,0
7,Oct. 24,L02,L02-5-35,Pupae,2
7,Oct. 24,L02,L02-5-35,Larvae,5
8,Oct 31,L02,L02-5-35,Adults,3
8,Oct 31,L02,L02-5-35,Pupae,1
8,Oct 31,L02,L02-5-35,Larvae,1
9,Nov 7,L02,L02-5-35,Adults,4
9,Nov 7,L02,L02-5-35,Pupae,1
9,Nov 7,L02,L02-5-35,Larvae,0
10,Nov 14,L02,L02-5-35,Adults,4
10,Nov 14,L02,L02-5-35,Pupae,0
10,Nov 14,L02,L02-5-35,Larvae,0
11,Nov 21,L02,L02-5-35,Adults,4
11,Nov 21,L02,L02-5-35,Pupae,0
11,Nov 21,L02,L02-5-35,Larvae,2
12,Nov. 28,L02,L02-5-35,Adults,4
12,Nov. 28,L02,L02-5-35,Pupae,0
12,Nov. 28,L02,L02-5-35,Larvae,21
13,Dec. 5,L02,L02-5-35,Adults,4
13,Dec. 5,L02,L02-5-35,Pupae,0
13,Dec. 5,L02,L02-5-35,Larvae,29
14,Dec. 12,L02,L02-5-35,Adults,4
14,Dec. 12,L02,L02-5-35,Pupae,0
14,Dec. 12,L02,L02-5-35,Larvae,38
15,Dec. 19,L02,L02-5-35,Adults,4
15,Dec. 19,L02,L02-5-35,Pupae,2
15,Dec. 19,L02,L02-5-35,Larvae,42
16,Dec 26,L02,L02-5-35,Adults,11
16,Dec 26,L02,L02-5-35,Pupae,3
16,Dec 26,L02,L02-5-35,Larvae,31
17,Jan. 2,L02,L02-5-35,Adults,8
17,Jan. 2,L02,L02-5-35,Pupae,5
17,Jan. 2,L02,L02-5-35,Larvae,27
18,Jan 9,L02,L02-5-35,Adults,12
18,Jan 9,L02,L02-5-35,Pupae,4
18,Jan 9,L02,L02-5-35,Larvae,21
19,Jan 16,L02,L02-5-35,Adults,9
19,Jan 16,L02,L02-5-35,Pupae,2
19,Jan 16,L02,L02-5-35,Larvae,17
20,Jan 23,L02,L02-5-35,Adults,11
20,Jan 23,L02,L02-5-35,Pupae,2
20,Jan 23,L02,L02-5-35,Larvae,15
21,Jan 30,L02,L02-5-35,Adults,13
21,Jan 30,L02,L02-5-35,Pupae,1
21,Jan 30,L02,L02-5-35,Larvae,13
22,Feb 6,L02,L02-5-35,Adults,14
22,Feb 6,L02,L02-5-35,Pupae,0
22,Feb 6,L02,L02-5-35,Larvae,11
23,Feb 13,L02,L02-5-35,Adults,12
23,Feb 13,L02,L02-5-35,Pupae,5
23,Feb 13,L02,L02-5-35,Larvae,10
24,Feb 20,L02,L02-5-35,Adults,12
24,Feb 20,L02,L02-5-35,Pupae,1
24,Feb 20,L02,L02-5-35,Larvae,7
25,Feb 27,L02,L02-5-35,Adults,12
25,Feb 27,L02,L02-5-35,Pupae,1
25,Feb 27,L02,L02-5-35,Larvae,4
26,Mar 5,L02,L02-5-35,Adults,9
26,Mar 5,L02,L02-5-35,Pupae,0
26,Mar 5,L02,L02-5-35,Larvae,5
27,Mar 12,L02,L02-5-35,Adults,8
27,Mar 12,L02,L02-5-35,Pupae,0
27,Mar 12,L02,L02-5-35,Larvae,5
28,Mar 19,L02,L02-5-35,Adults,7
28,Mar 19,L02,L02-5-35,Pupae,0
28,Mar 19,L02,L02-5-35,Larvae,4
1,Sep 14,L03,L03-1-10,Adults,5
1,Sep 14,L03,L03-1-10,Pupae,0
1,Sep 14,L03,L03-1-10,Larvae,0
2,Sep. 21,L03,L03-1-10,Adults,5
2,Sep. 21,L03,L03-1-10,Pupae,0
2,Sep. 21,L03,L03-1-10,Larvae,0
3,Sep. 28,L03,L03-1-10,Adults,3
3,Sep. 28,L03,L03-1-10,Pupae,0
3,Sep. 28,L03,L03-1-10,Larvae,0
4,Oct. 5,L03,L03-1-10,Adults,2
4,Oct. 5,L03,L03-1-10,Pupae,0
4,Oct. 5,L03,L03-1-10,Larvae,0
5,Oct. 12,L03,L03-1-10,Adults,0
5,Oct. 12,L03,L03-1-10,Pupae,0
5,Oct. 12,L03,L03-1-10,Larvae,0
6,Oct 19,L03,L03-1-10,Adults,0
6,Oct 19,L03,L03-1-10,Pupae,0
6,Oct 19,L03,L03-1-10,Larvae,1
7,Oct. 26,L03,L03-1-10,Adults,0
7,Oct. 26,L03,L03-1-10,Pupae,0
7,Oct. 26,L03,L03-1-10,Larvae,1
8,Nov 2,L03,L03-1-10,Adults,0
8,Nov 2,L03,L03-1-10,Pupae,0
8,Nov 2,L03,L03-1-10,Larvae,0
9,Nov 9,L03,L03-1-10,Adults,0
9,Nov 9,L03,L03-1-10,Pupae,0
9,Nov 9,L03,L03-1-10,Larvae,0
10,Nov 16,L03,L03-1-10,Adults,0
10,Nov 16,L03,L03-1-10,Pupae,0
10,Nov 16,L03,L03-1-10,Larvae,0
11,Nov. 23,L03,L03-1-10,Adults,0
11,Nov. 23,L03,L03-1-10,Pupae,0
11,Nov. 23,L03,L03-1-10,Larvae,0
12,Nov. 30,L03,L03-1-10,Adults,0
12,Nov. 30,L03,L03-1-10,Pupae,0
12,Nov. 30,L03,L03-1-10,Larvae,0
1,Sep 14,L03,L03-2-15,Adults,5
1,Sep 14,L03,L03-2-15,Pupae,0
1,Sep 14,L03,L03-2-15,Larvae,0
2,Sep. 21,L03,L03-2-15,Adults,4
2,Sep. 21,L03,L03-2-15,Pupae,0
2,Sep. 21,L03,L03-2-15,Larvae,0
3,Sep. 28,L03,L03-2-15,Adults,4
3,Sep. 28,L03,L03-2-15,Pupae,0
3,Sep. 28,L03,L03-2-15,Larvae,0
4,Oct. 5,L03,L03-2-15,Adults,4
4,Oct. 5,L03,L03-2-15,Pupae,0
4,Oct. 5,L03,L03-2-15,Larvae,0
5,Oct. 12,L03,L03-2-15,Adults,4
5,Oct. 12,L03,L03-2-15,Pupae,0
5,Oct. 12,L03,L03-2-15,Larvae,0
6,Oct 19,L03,L03-2-15,Adults,4
6,Oct 19,L03,L03-2-15,Pupae,0
6,Oct 19,L03,L03-2-15,Larvae,0
7,Oct. 26,L03,L03-2-15,Adults,4
7,Oct. 26,L03,L03-2-15,Pupae,0
7,Oct. 26,L03,L03-2-15,Larvae,0
8,Nov 2,L03,L03-2-15,Adults,4
8,Nov 2,L03,L03-2-15,Pupae,0
8,Nov 2,L03,L03-2-15,Larvae,0
9,Nov 9,L03,L03-2-15,Adults,4
9,Nov 9,L03,L03-2-15,Pupae,0
9,Nov 9,L03,L03-2-15,Larvae,0
10,Nov 16,L03,L03-2-15,Adults,4
10,Nov 16,L03,L03-2-15,Pupae,0
10,Nov 16,L03,L03-2-15,Larvae,1
11,Nov 23,L03,L03-2-15,Adults,4
11,Nov 23,L03,L03-2-15,Pupae,0
11,Nov 23,L03,L03-2-15,Larvae,1
12,Nov. 30,L03,L03-2-15,Adults,4
12,Nov. 30,L03,L03-2-15,Pupae,0
12,Nov. 30,L03,L03-2-15,Larvae,2
13,Dec. 7,L03,L03-2-15,Adults,2
13,Dec. 7,L03,L03-2-15,Pupae,0
13,Dec. 7,L03,L03-2-15,Larvae,2
14,Dec. 14,L03,L03-2-15,Adults,2
14,Dec. 14,L03,L03-2-15,Pupae,0
14,Dec. 14,L03,L03-2-15,Larvae,2
15,Dec. 21,L03,L03-2-15,Adults,2
15,Dec. 21,L03,L03-2-15,Pupae,0
15,Dec. 21,L03,L03-2-15,Larvae,2
16,Dec 28,L03,L03-2-15,Adults,2
16,Dec 28,L03,L03-2-15,Pupae,0
16,Dec 28,L03,L03-2-15,Larvae,2
17,Jan. 4,L03,L03-2-15,Adults,2
17,Jan. 4,L03,L03-2-15,Pupae,0
17,Jan. 4,L03,L03-2-15,Larvae,2
18,Jan 11,L03,L03-2-15,Adults,2
18,Jan 11,L03,L03-2-15,Pupae,0
18,Jan 11,L03,L03-2-15,Larvae,3
19,Jan 18,L03,L03-2-15,Adults,2
19,Jan 18,L03,L03-2-15,Pupae,0
19,Jan 18,L03,L03-2-15,Larvae,3
20,Jan 25,L03,L03-2-15,Adults,2
20,Jan 25,L03,L03-2-15,Pupae,0
20,Jan 25,L03,L03-2-15,Larvae,3
21,Feb 1,L03,L03-2-15,Adults,2
21,Feb 1,L03,L03-2-15,Pupae,0
21,Feb 1,L03,L03-2-15,Larvae,3
22,Feb 8,L03,L03-2-15,Adults,2
22,Feb 8,L03,L03-2-15,Pupae,0
22,Feb 8,L03,L03-2-15,Larvae,3
23,Feb 15,L03,L03-2-15,Adults,2
23,Feb 15,L03,L03-2-15,Pupae,0
23,Feb 15,L03,L03-2-15,Larvae,3
24,Feb 22,L03,L03-2-15,Adults,2
24,Feb 22,L03,L03-2-15,Pupae,0
24,Feb 22,L03,L03-2-15,Larvae,3
25,Feb 29,L03,L03-2-15,Adults,2
25,Feb 29,L03,L03-2-15,Pupae,0
25,Feb 29,L03,L03-2-15,Larvae,3
26,Mar 7,L03,L03-2-15,Adults,2
26,Mar 7,L03,L03-2-15,Pupae,0
26,Mar 7,L03,L03-2-15,Larvae,3
27,Mar 14,L03,L03-2-15,Adults,2
27,Mar 14,L03,L03-2-15,Pupae,0
27,Mar 14,L03,L03-2-15,Larvae,3
28,Mar 21,L03,L03-2-15,Adults,2
28,Mar 21,L03,L03-2-15,Pupae,0
28,Mar 21,L03,L03-2-15,Larvae,2
1,Sep 14,L03,L03-3-20,Adults,5
1,Sep 14,L03,L03-3-20,Pupae,0
1,Sep 14,L03,L03-3-20,Larvae,0
2,Sep. 21,L03,L03-3-20,Adults,5
2,Sep. 21,L03,L03-3-20,Pupae,0
2,Sep. 21,L03,L03-3-20,Larvae,0
3,Sep. 28,L03,L03-3-20,Adults,5
3,Sep. 28,L03,L03-3-20,Pupae,0
3,Sep. 28,L03,L03-3-20,Larvae,0
4,Oct. 5,L03,L03-3-20,Adults,5
4,Oct. 5,L03,L03-3-20,Pupae,0
4,Oct. 5,L03,L03-3-20,Larvae,0
5,Oct. 12,L03,L03-3-20,Adults,4
5,Oct. 12,L03,L03-3-20,Pupae,0
5,Oct. 12,L03,L03-3-20,Larvae,0
6,Oct 19,L03,L03-3-20,Adults,4
6,Oct 19,L03,L03-3-20,Pupae,0
6,Oct 19,L03,L03-3-20,Larvae,0
7,Oct. 26,L03,L03-3-20,Adults,4
7,Oct. 26,L03,L03-3-20,Pupae,0
7,Oct. 26,L03,L03-3-20,Larvae,0
8,Nov 2,L03,L03-3-20,Adults,3
8,Nov 2,L03,L03-3-20,Pupae,0
8,Nov 2,L03,L03-3-20,Larvae,0
9,Nov 9,L03,L03-3-20,Adults,3
9,Nov 9,L03,L03-3-20,Pupae,0
9,Nov 9,L03,L03-3-20,Larvae,0
10,Nov 16,L03,L03-3-20,Adults,3
10,Nov 16,L03,L03-3-20,Pupae,0
10,Nov 16,L03,L03-3-20,Larvae,4
11,Nov 23,L03,L03-3-20,Adults,2
11,Nov 23,L03,L03-3-20,Pupae,0
11,Nov 23,L03,L03-3-20,Larvae,14
12,Nov. 30,L03,L03-3-20,Adults,2
12,Nov. 30,L03,L03-3-20,Pupae,0
12,Nov. 30,L03,L03-3-20,Larvae,13
13,Dec. 7,L03,L03-3-20,Adults,2
13,Dec. 7,L03,L03-3-20,Pupae,0
13,Dec. 7,L03,L03-3-20,Larvae,15
14,Dec. 14,L03,L03-3-20,Adults,2
14,Dec. 14,L03,L03-3-20,Pupae,0
14,Dec. 14,L03,L03-3-20,Larvae,14
15,Dec. 21,L03,L03-3-20,Adults,2
15,Dec. 21,L03,L03-3-20,Pupae,0
15,Dec. 21,L03,L03-3-20,Larvae,16
16,Dec 28,L03,L03-3-20,Adults,2
16,Dec 28,L03,L03-3-20,Pupae,0
16,Dec 28,L03,L03-3-20,Larvae,15
17,Jan. 4,L03,L03-3-20,Adults,2
17,Jan. 4,L03,L03-3-20,Pupae,0
17,Jan. 4,L03,L03-3-20,Larvae,14
18,Jan 11,L03,L03-3-20,Adults,2
18,Jan 11,L03,L03-3-20,Pupae,0
18,Jan 11,L03,L03-3-20,Larvae,12
19,Jan 18,L03,L03-3-20,Adults,2
19,Jan 18,L03,L03-3-20,Pupae,1
19,Jan 18,L03,L03-3-20,Larvae,13
20,Jan 25,L03,L03-3-20,Adults,1
20,Jan 25,L03,L03-3-20,Pupae,2
20,Jan 25,L03,L03-3-20,Larvae,11
21,Feb 1,L03,L03-3-20,Adults,2
21,Feb 1,L03,L03-3-20,Pupae,3
21,Feb 1,L03,L03-3-20,Larvae,8
22,Feb 8,L03,L03-3-20,Adults,1
22,Feb 8,L03,L03-3-20,Pupae,4
22,Feb 8,L03,L03-3-20,Larvae,7
23,Feb 15,L03,L03-3-20,Adults,2
23,Feb 15,L03,L03-3-20,Pupae,3
23,Feb 15,L03,L03-3-20,Larvae,7
24,Feb 22,L03,L03-3-20,Adults,5
24,Feb 22,L03,L03-3-20,Pupae,5
24,Feb 22,L03,L03-3-20,Larvae,2
25,Feb 29,L03,L03-3-20,Adults,5
25,Feb 29,L03,L03-3-20,Pupae,5
25,Feb 29,L03,L03-3-20,Larvae,2
26,Mar 7,L03,L03-3-20,Adults,5
26,Mar 7,L03,L03-3-20,Pupae,4
26,Mar 7,L03,L03-3-20,Larvae,2
27,Mar 14,L03,L03-3-20,Adults,7
27,Mar 14,L03,L03-3-20,Pupae,1
27,Mar 14,L03,L03-3-20,Larvae,2
28,Mar 21,L03,L03-3-20,Adults,7
28,Mar 21,L03,L03-3-20,Pupae,1
28,Mar 21,L03,L03-3-20,Larvae,2
1,Sep 14,L03,L03-4-30,Adults,5
1,Sep 14,L03,L03-4-30,Pupae,0
1,Sep 14,L03,L03-4-30,Larvae,0
2,Sep. 21,L03,L03-4-30,Adults,5
2,Sep. 21,L03,L03-4-30,Pupae,0
2,Sep. 21,L03,L03-4-30,Larvae,0
3,Sep. 28,L03,L03-4-30,Adults,5
3,Sep. 28,L03,L03-4-30,Pupae,0
3,Sep. 28,L03,L03-4-30,Larvae,0
4,Oct. 5,L03,L03-4-30,Adults,4
4,Oct. 5,L03,L03-4-30,Pupae,0
4,Oct. 5,L03,L03-4-30,Larvae,3
5,Oct. 12,L03,L03-4-30,Adults,3
5,Oct. 12,L03,L03-4-30,Pupae,0
5,Oct. 12,L03,L03-4-30,Larvae,3
6,Oct 19,L03,L03-4-30,Adults,1
6,Oct 19,L03,L03-4-30,Pupae,0
6,Oct 19,L03,L03-4-30,Larvae,8
7,Oct. 26,L03,L03-4-30,Adults,0
7,Oct. 26,L03,L03-4-30,Pupae,0
7,Oct. 26,L03,L03-4-30,Larvae,6
8,Nov 2,L03,L03-4-30,Adults,2
8,Nov 2,L03,L03-4-30,Pupae,0
8,Nov 2,L03,L03-4-30,Larvae,5
9,Nov 9,L03,L03-4-30,Adults,4
9,Nov 9,L03,L03-4-30,Pupae,0
9,Nov 9,L03,L03-4-30,Larvae,3
10,Nov 16,L03,L03-4-30,Adults,8
10,Nov 16,L03,L03-4-30,Pupae,0
10,Nov 16,L03,L03-4-30,Larvae,3
11,Nov 23,L03,L03-4-30,Adults,8
11,Nov 23,L03,L03-4-30,Pupae,1
11,Nov 23,L03,L03-4-30,Larvae,4
12,Nov. 30,L03,L03-4-30,Adults,9
12,Nov. 30,L03,L03-4-30,Pupae,2
12,Nov. 30,L03,L03-4-30,Larvae,7
13,Dec. 7,L03,L03-4-30,Adults,10
13,Dec. 7,L03,L03-4-30,Pupae,0
13,Dec. 7,L03,L03-4-30,Larvae,7
14,Dec. 14,L03,L03-4-30,Adults,10
14,Dec. 14,L03,L03-4-30,Pupae,0
14,Dec. 14,L03,L03-4-30,Larvae,12
15,Dec. 21,L03,L03-4-30,Adults,11
15,Dec. 21,L03,L03-4-30,Pupae,0
15,Dec. 21,L03,L03-4-30,Larvae,19
16,Dec 28,L03,L03-4-30,Adults,11
16,Dec 28,L03,L03-4-30,Pupae,0
16,Dec 28,L03,L03-4-30,Larvae,28
17,Jan. 4,L03,L03-4-30,Adults,11
17,Jan. 4,L03,L03-4-30,Pupae,0
17,Jan. 4,L03,L03-4-30,Larvae,23
18,Jan 11,L03,L03-4-30,Adults,10
18,Jan 11,L03,L03-4-30,Pupae,2
18,Jan 11,L03,L03-4-30,Larvae,23
19,Jan 18,L03,L03-4-30,Adults,11
19,Jan 18,L03,L03-4-30,Pupae,0
19,Jan 18,L03,L03-4-30,Larvae,21
20,Jan 25,L03,L03-4-30,Adults,11
20,Jan 25,L03,L03-4-30,Pupae,4
20,Jan 25,L03,L03-4-30,Larvae,17
21,Feb 1,L03,L03-4-30,Adults,12
21,Feb 1,L03,L03-4-30,Pupae,5
21,Feb 1,L03,L03-4-30,Larvae,12
22,Feb 8,L03,L03-4-30,Adults,17
22,Feb 8,L03,L03-4-30,Pupae,5
22,Feb 8,L03,L03-4-30,Larvae,9
23,Feb 15,L03,L03-4-30,Adults,21
23,Feb 15,L03,L03-4-30,Pupae,3
23,Feb 15,L03,L03-4-30,Larvae,6
24,Feb 22,L03,L03-4-30,Adults,21
24,Feb 22,L03,L03-4-30,Pupae,1
24,Feb 22,L03,L03-4-30,Larvae,7
25,Feb 29,L03,L03-4-30,Adults,19
25,Feb 29,L03,L03-4-30,Pupae,0
25,Feb 29,L03,L03-4-30,Larvae,8
26,Mar 7,L03,L03-4-30,Adults,19
26,Mar 7,L03,L03-4-30,Pupae,0
26,Mar 7,L03,L03-4-30,Larvae,8
27,Mar 14,L03,L03-4-30,Adults,19
27,Mar 14,L03,L03-4-30,Pupae,0
27,Mar 14,L03,L03-4-30,Larvae,8
28,Mar 21,L03,L03-4-30,Adults,19
28,Mar 21,L03,L03-4-30,Pupae,1
28,Mar 21,L03,L03-4-30,Larvae,7
1,Sep 14,L03,L03-5-35,Adults,5
1,Sep 14,L03,L03-5-35,Pupae,0
1,Sep 14,L03,L03-5-35,Larvae,0
2,Sep. 21,L03,L03-5-35,Adults,1
2,Sep. 21,L03,L03-5-35,Pupae,0
2,Sep. 21,L03,L03-5-35,Larvae,0
3,Sep. 28,L03,L03-5-35,Adults,1
3,Sep. 28,L03,L03-5-35,Pupae,0
3,Sep. 28,L03,L03-5-35,Larvae,0
4,Oct. 5,L03,L03-5-35,Adults,0
4,Oct. 5,L03,L03-5-35,Pupae,0
4,Oct. 5,L03,L03-5-35,Larvae,0
5,Oct. 12,L03,L03-5-35,Adults,0
5,Oct. 12,L03,L03-5-35,Pupae,0
5,Oct. 12,L03,L03-5-35,Larvae,0
6,Oct 19,L03,L03-5-35,Adults,0
6,Oct 19,L03,L03-5-35,Pupae,0
6,Oct 19,L03,L03-5-35,Larvae,0
1,Oct. 26,L03,L03-6-35,Adults,5
1,Oct. 26,L03,L03-6-35,Pupae,0
1,Oct. 26,L03,L03-6-35,Larvae,0
2,Nov 2,L03,L03-6-35,Adults,1
2,Nov 2,L03,L03-6-35,Pupae,0
2,Nov 2,L03,L03-6-35,Larvae,1
3,Nov 9,L03,L03-6-35,Adults,0
3,Nov 9,L03,L03-6-35,Pupae,0
3,Nov 9,L03,L03-6-35,Larvae,1
4,Nov 16,L03,L03-6-35,Adults,1
4,Nov 16,L03,L03-6-35,Pupae,0
4,Nov 16,L03,L03-6-35,Larvae,0
5,Nov 23,L03,L03-6-35,Adults,1
5,Nov 23,L03,L03-6-35,Pupae,0
5,Nov 23,L03,L03-6-35,Larvae,0
6,Nov. 30,L03,L03-6-35,Adults,1
6,Nov. 30,L03,L03-6-35,Pupae,0
6,Nov. 30,L03,L03-6-35,Larvae,0
7,Dec. 7,L03,L03-6-35,Adults,1
7,Dec. 7,L03,L03-6-35,Pupae,0
7,Dec. 7,L03,L03-6-35,Larvae,0
8,Dec. 14,L03,L03-6-35,Adults,1
8,Dec. 14,L03,L03-6-35,Pupae,0
8,Dec. 14,L03,L03-6-35,Larvae,0
1,Sep 15,L04,L04-1-15,Adults,5
1,Sep 15,L04,L04-1-15,Pupae,0
1,Sep 15,L04,L04-1-15,Larvae,0
2,Sep. 22,L04,L04-1-15,Adults,5
2,Sep. 22,L04,L04-1-15,Pupae,0
2,Sep. 22,L04,L04-1-15,Larvae,0
3,Sep. 29,L04,L04-1-15,Adults,5
3,Sep. 29,L04,L04-1-15,Pupae,0
3,Sep. 29,L04,L04-1-15,Larvae,0
4,Oct. 6,L04,L04-1-15,Adults,5
4,Oct. 6,L04,L04-1-15,Pupae,0
4,Oct. 6,L04,L04-1-15,Larvae,0
5,Oct. 13,L04,L04-1-15,Adults,4
5,Oct. 13,L04,L04-1-15,Pupae,0
5,Oct. 13,L04,L04-1-15,Larvae,0
6,Oct 20,L04,L04-1-15,Adults,4
6,Oct 20,L04,L04-1-15,Pupae,0
6,Oct 20,L04,L04-1-15,Larvae,0
7,Oct. 27,L04,L04-1-15,Adults,4
7,Oct. 27,L04,L04-1-15,Pupae,0
7,Oct. 27,L04,L04-1-15,Larvae,0
8,Nov 3,L04,L04-1-15,Adults,4
8,Nov 3,L04,L04-1-15,Pupae,0
8,Nov 3,L04,L04-1-15,Larvae,0
9,Nov 10,L04,L04-1-15,Adults,3
9,Nov 10,L04,L04-1-15,Pupae,0
9,Nov 10,L04,L04-1-15,Larvae,0
10,Nov 17,L04,L04-1-15,Adults,2
10,Nov 17,L04,L04-1-15,Pupae,0
10,Nov 17,L04,L04-1-15,Larvae,1
11,Nov 24,L04,L04-1-15,Adults,2
11,Nov 24,L04,L04-1-15,Pupae,0
11,Nov 24,L04,L04-1-15,Larvae,1
12,Dec. 1,L04,L04-1-15,Adults,2
12,Dec. 1,L04,L04-1-15,Pupae,0
12,Dec. 1,L04,L04-1-15,Larvae,1
13,Dec. 8,L04,L04-1-15,Adults,2
13,Dec. 8,L04,L04-1-15,Pupae,0
13,Dec. 8,L04,L04-1-15,Larvae,1
14,Dec. 15,L04,L04-1-15,Adults,2
14,Dec. 15,L04,L04-1-15,Pupae,0
14,Dec. 15,L04,L04-1-15,Larvae,1
15,Dec. 22,L04,L04-1-15,Adults,2
15,Dec. 22,L04,L04-1-15,Pupae,0
15,Dec. 22,L04,L04-1-15,Larvae,1
16,Dec 29,L04,L04-1-15,Adults,2
16,Dec 29,L04,L04-1-15,Pupae,0
16,Dec 29,L04,L04-1-15,Larvae,1
17,Jan. 5,L04,L04-1-15,Adults,2
17,Jan. 5,L04,L04-1-15,Pupae,0
17,Jan. 5,L04,L04-1-15,Larvae,1
18,Jan 12,L04,L04-1-15,Adults,2
